id,region,city,n_files,bldgs_n_tot,a_tot,a_mean,a_med,a_max,a_min,a_25,a_75,a_n_0,a_p_0,a_n_10,a_p_10,height_n,height_p,height_n_inf_0,height_n_0_2,height_n_3_5,height_n_6_10,height_n_11_15,height_n_16_25,height_n_26_inf,height_p_0_2,height_p_3_5,height_p_6_10,height_p_11_15,height_p_16_25,height_p_26_inf,height_mean,height_med,height_max,height_min,age_n,age_p,age_n_0_1800,age_n_1801_1900,age_n_1901_1950,age_n_1951_2000,age_n_2001_2022,age_n_2023_inf,age_p_0_1800,age_p_1801_1900,age_p_1901_1950,age_p_1951_2000,age_p_2001_2022,age_p_2023_inf,age_mean,age_med,age_max,age_min,type_n,type_p,type_n_res,type_n_non_res,type_p_res,type_p_non_res,extra_attribs,const_bldgs_file,const_id_files,n_bldg_buffer,unnamed_0_bits,height_p_inf_0
vmsft24-ESP.1.1.1.11_1,Andalucía,Laroya,"[0, 0, 0, 0, 0, 1]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[0],1.0,1.0,0.0,"[0, 0, 0, 0, 0, 0]",
vmsft24-ESP.1.1.1.12_1,Andalucía,Líjar,"[0, 0, 0, 0, 0, 1]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[0],1.0,1.0,0.0,"[0, 0, 0, 0, 0, 0]",
vmsft24-ESP.1.1.1.13_1,Andalucía,Lúcar,"[0, 0, 0, 0, 0, 1]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[0],1.0,1.0,0.0,"[0, 0, 0, 0, 0, 0]",
vmsft24-ESP.1.1.1.14_1,Andalucía,Macael,"[0, 0, 0, 0, 0, 1]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[0],1.0,1.0,0.0,"[0, 0, 0, 0, 0, 0]",
vmsft24-ESP.1.1.1.15_1,Andalucía,Olula del Río,"[0, 0, 0, 0, 0, 1]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[0],1.0,1.0,0.0,"[0, 0, 0, 0, 0, 0]",
vmsft24-ESP.1.1.1.16_1,Andalucía,Oria,"[0, 0, 0, 0, 0, 1]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[0],1.0,1.0,0.0,"[0, 0, 0, 0, 0, 0]",
vmsft24-ESP.1.1.1.17_1,Andalucía,Partaloa,"[0, 0, 0, 0, 0, 1]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[0],1.0,1.0,0.0,"[0, 0, 0, 0, 0, 0]",
vmsft24-ESP.1.1.1.18_1,Andalucía,Purchena,"[0, 0, 0, 0, 0, 1]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[0],1.0,1.0,0.0,"[0, 0, 0, 0, 0, 0]",
vmsft24-ESP.1.1.1.19_1,Andalucía,Serón,"[0, 0, 0, 0, 0, 1]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[0],1.0,1.0,0.0,"[0, 0, 0, 0, 0, 0]",
vmsft24-ESP.1.1.1.20_1,Andalucía,Sierro,"[0, 0, 0, 0, 0, 1]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[0],1.0,1.0,0.0,"[0, 0, 0, 0, 0, 0]",
vmsft24-ESP.1.1.1.21_1,Andalucía,Somontín,"[0, 0, 0, 0, 0, 1]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[0],1.0,1.0,0.0,"[0, 0, 0, 0, 0, 0]",
vmsft24-ESP.1.1.1.22_1,Andalucía,Suflí,"[0, 0, 0, 0, 0, 1]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[0],1.0,1.0,0.0,"[0, 0, 0, 0, 0, 0]",
vmsft24-ESP.1.1.1.23_1,Andalucía,Taberno,"[0, 0, 0, 0, 0, 1]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[0],1.0,1.0,0.0,"[0, 0, 0, 0, 0, 0]",
vmsft24-ESP.1.1.1.24_1,Andalucía,Tíjola,"[0, 0, 0, 0, 0, 1]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[0],1.0,1.0,0.0,"[0, 0, 0, 0, 0, 0]",
vmsft24-ESP.1.1.1.25_1,Andalucía,Urrácal,"[0, 0, 0, 0, 0, 1]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[0],1.0,1.0,0.0,"[0, 0, 0, 0, 0, 0]",
vmsft24-ESP.1.1.1.26_1,Andalucía,Zurgena,"[0, 0, 0, 0, 0, 1]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[0],1.0,1.0,0.0,"[0, 0, 0, 0, 0, 0]",
vmsft24-ESP.1.1.2.1_1,Andalucía,Alcudia de Monteagud,"[0, 0, 0, 0, 0, 1]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[0],1.0,1.0,0.0,"[0, 0, 0, 0, 0, 0]",
vmsft24-ESP.1.1.2.2_1,Andalucía,Benitagla,"[0, 0, 0, 0, 0, 1]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[0],1.0,1.0,0.0,"[0, 0, 0, 0, 0, 0]",
vmsft24-ESP.1.1.2.3_1,Andalucía,Benizalón,"[0, 0, 0, 0, 0, 1]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[0],1.0,1.0,0.0,"[0, 0, 0, 0, 0, 0]",
vmsft24-ESP.1.1.2.4_1,Andalucía,Castro de Filabres,"[0, 0, 0, 0, 0, 1]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[0],1.0,1.0,0.0,"[0, 0, 0, 0, 0, 0]",
vmsft24-ESP.1.1.2.5_1,Andalucía,Cóbdar,"[0, 0, 0, 0, 0, 1]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[0],1.0,1.0,0.0,"[0, 0, 0, 0, 0, 0]",
vmsft24-ESP.1.1.2.6_1,Andalucía,Lubrín,"[0, 0, 0, 0, 0, 1]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[0],1.0,1.0,0.0,"[0, 0, 0, 0, 0, 0]",
vmsft24-ESP.1.1.2.7_1,Andalucía,Lucainena de las Torres,"[0, 0, 0, 0, 0, 1]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[0],1.0,1.0,0.0,"[0, 0, 0, 0, 0, 0]",
vmsft24-ESP.1.1.2.8_1,Andalucía,Olula de Castro,"[0, 0, 0, 0, 0, 1]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[0],1.0,1.0,0.0,"[0, 0, 0, 0, 0, 0]",
vmsft24-ESP.1.1.2.9_1,Andalucía,Senés,"[0, 0, 0, 0, 0, 1]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[0],1.0,1.0,0.0,"[0, 0, 0, 0, 0, 0]",
vmsft24-ESP.1.1.2.10_1,Andalucía,Sorbas,"[0, 0, 0, 0, 0, 1]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[0],1.0,1.0,0.0,"[0, 0, 0, 0, 0, 0]",
vmsft24-ESP.1.1.2.11_1,Andalucía,Tabernas,"[0, 0, 0, 0, 0, 1]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[0],1.0,1.0,0.0,"[0, 0, 0, 0, 0, 0]",
vmsft24-ESP.1.1.2.12_1,Andalucía,Tahal,"[0, 0, 0, 0, 0, 1]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[0],1.0,1.0,0.0,"[0, 0, 0, 0, 0, 0]",
vmsft24-ESP.1.1.2.13_1,Andalucía,Turrillas,"[0, 0, 0, 0, 0, 1]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[0],1.0,1.0,0.0,"[0, 0, 0, 0, 0, 0]",
vmsft24-ESP.1.1.2.14_1,Andalucía,Uleila del Campo,"[0, 0, 0, 0, 0, 1]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[0],1.0,1.0,0.0,"[0, 0, 0, 0, 0, 0]",
vmsft24-ESP.1.1.2.15_1,Andalucía,Velefique,"[0, 0, 0, 0, 0, 1]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[0],1.0,1.0,0.0,"[0, 0, 0, 0, 0, 0]",
vmsft24-ESP.1.1.3.1_1,Andalucía,Abla,"[0, 0, 0, 0, 0, 1]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[0],1.0,1.0,0.0,"[0, 0, 0, 0, 0, 0]",
